"https://scholar.google.com.sg/scholar?start=0&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=1990""
",1
"https://scholar.google.com.sg/scholar?start=0&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=1990""
",2
"https://scholar.google.com.sg/scholar?start=0&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=1990""
",3
"https://scholar.google.com.sg/scholar?start=0&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=1990""
",4
"https://scholar.google.com.sg/scholar?start=0&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=1990""
",5
"https://scholar.google.com.sg/scholar?start=0&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=1990""
",6
"https://scholar.google.com.sg/scholar?start=0&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=1990""
",7
"https://scholar.google.com.sg/scholar?start=0&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=1990""
",8
"https://scholar.google.com.sg/scholar?start=0&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=1990""
",9
"https://scholar.google.com.sg/scholar?start=0&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=1990""
",10
"https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=1990""
",1
"https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=1990""
",2
"https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=1990""
",3
"https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=1990""
",4
"https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=1990""
",5
"https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=1990""
",6
"https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=1990""
",7
"https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=1990""
",8
"https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=1990""
",9
"https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=1990""
",10
"https://scholar.google.com.sg/scholar?start=20&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=1990""
",1
"https://scholar.google.com.sg/scholar?start=20&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=1990""
",2
"https://scholar.google.com.sg/scholar?start=20&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=1990""
",3
"https://scholar.google.com.sg/scholar?start=20&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=1990""
",4
