"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.website_url","Input.index","Answer.article_title","Answer.first_name1","Answer.first_name2","Answer.inst1","Answer.inst2","Answer.journal_name","Answer.last_name1","Answer.last_name2","Answer.reason_cannot_find","Approve","Reject"
"3HO4MYYR133ZLZ8CCBZHXWMGMQIU6V","3U2Q8YJAS937RA2S0F5IKAF3IRH5T9","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.10","Wed Nov 27 08:41:47 PST 2019","6","BatchId:3851020;OriginalHitTemplateId:926158632;","600","604800","Fri Dec 13 04:29:16 PST 2019","","","3FE2ERCCZZNE4K4ELNRISAHX6YHPOI","ARTJ3MFMQ1WYI","Rejected","Sun Dec 01 20:24:30 PST 2019","Sun Dec 01 20:25:34 PST 2019","Sun Dec 08 20:25:34 PST 2019","","Sat Dec 07 22:43:50 PST 2019","did not meet requirements","64","40% (2/5)","40% (2/5)","40% (2/5)","https://scholar.google.com.sg/scholar?start=330&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018""
","6","The Art of Peer Pressure: Social Desires as Incentives to Join Students Protests in Jordan","Jordan","Single","Washington University in St. Louis","{}","Independent Study Project (ISP) Collection","Hughes","Author","{}"
"3HO4MYYR133ZLZ8CCBZHXWMGMQIU6V","3U2Q8YJAS937RA2S0F5IKAF3IRH5T9","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.10","Wed Nov 27 08:41:47 PST 2019","6","BatchId:3851020;OriginalHitTemplateId:926158632;","600","604800","Fri Dec 13 04:29:16 PST 2019","","","3L0KT67Y8GVNBQO8JR4AP6KA6ENSYJ","A3A0IZWFLUBC2S","Rejected","Wed Nov 27 08:50:38 PST 2019","Wed Nov 27 08:50:46 PST 2019","Wed Dec 04 08:50:46 PST 2019","","Sun Dec 01 20:06:55 PST 2019","did not meet requirements","8","0% (0/1)","0% (0/1)","0% (0/0)","https://scholar.google.com.sg/scholar?start=330&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018""
","6","{}","{}","{}","{}","{}","{}","{}","{}","{}"
"3HO4MYYR133ZLZ8CCBZHXWMGMQIU6V","3U2Q8YJAS937RA2S0F5IKAF3IRH5T9","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.10","Wed Nov 27 08:41:47 PST 2019","6","BatchId:3851020;OriginalHitTemplateId:926158632;","600","604800","Fri Dec 13 04:29:16 PST 2019","","","3MYYFCXHJ5M4NE1XZKMMK3X0O5E4GH","AWJKSPG8RWZF4","Rejected","Sat Dec 07 23:09:11 PST 2019","Sat Dec 07 23:09:22 PST 2019","Sat Dec 14 23:09:22 PST 2019","","Wed Dec 11 02:55:42 PST 2019","did not meet requirements","11","0% (0/1228)","0% (0/970)","0% (0/34)","https://scholar.google.com.sg/scholar?start=330&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018""
","6","{}","{}","{}","{}","{}","{}","{}","{}","{}"
"3HO4MYYR133ZLZ8CCBZHXWMGMQIU6V","3U2Q8YJAS937RA2S0F5IKAF3IRH5T9","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.10","Wed Nov 27 08:41:47 PST 2019","6","BatchId:3851020;OriginalHitTemplateId:926158632;","600","604800","Fri Dec 13 04:29:16 PST 2019","","","3OF2M9AATI3PSXL5A4XRCR22X12ZK0","A13S3XRRCI9EOQ","Rejected","Thu Dec 12 20:48:00 PST 2019","Thu Dec 12 20:50:53 PST 2019","Thu Dec 19 20:50:53 PST 2019","","Fri Dec 13 03:29:17 PST 2019","did not read instruction","173","67% (2/3)","67% (2/3)","67% (2/3)","https://scholar.google.com.sg/scholar?start=330&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018""
","6","Anti-corruption Campaigns and Popular Support for Authoritarian Governments: A Survey Experiment in China","Yaoyao","Yaoyao","New York University Abu Dhabi","New York University Abu Dhabi","Anti-corruption Campaigns and Popular Support for Authoritarian Governments: A Survey Experiment in China","Dai","Dai","{}"
"3HO4MYYR133ZLZ8CCBZHXWMGMQIU6V","3U2Q8YJAS937RA2S0F5IKAF3IRH5T9","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.10","Wed Nov 27 08:41:47 PST 2019","6","BatchId:3851020;OriginalHitTemplateId:926158632;","600","604800","Fri Dec 13 04:29:16 PST 2019","","","3QILPRALQ7ABG75LYRPURZM2SEPN8V","A3A9GS08HYRKR6","Rejected","Wed Dec 11 03:16:32 PST 2019","Wed Dec 11 03:22:17 PST 2019","Wed Dec 18 03:22:17 PST 2019","","Thu Dec 12 20:12:35 PST 2019","did not meet requirements","345","80% (4/5)","80% (4/5)","80% (4/5)","https://scholar.google.com.sg/scholar?start=330&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018""
","6","Factorial analysis for ageing assessment of in-service transformers","Dongmiao","Zhongdong","School of Electrical and Electronic Engineering","The University of Manchester","The Institution of Engineering and Technology","Wang","Wang","{}"
"3538U0YQ1G9B5YO4YK6K4T9T2C2F3C","3U2Q8YJAS937RA2S0F5IKAF3IRH5T9","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.10","Wed Nov 27 08:42:02 PST 2019","2","BatchId:3851020;OriginalHitTemplateId:926158632;","600","604800","Sun Dec 01 21:06:05 PST 2019","","","32EYX73OY2OUT24QU17GWB91OO6RU9","AWJKSPG8RWZF4","Rejected","Wed Nov 27 10:01:41 PST 2019","Wed Nov 27 10:01:42 PST 2019","Wed Dec 04 10:01:42 PST 2019","","Sun Dec 01 20:06:06 PST 2019","did not meet requirements","1","0% (0/1228)","0% (0/970)","0% (0/34)","https://scholar.google.com.sg/scholar?start=30&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017""
","3","{}","{}","{}","{}","{}","{}","{}","{}","{}"
"3538U0YQ1G9B5YO4YK6K4T9T2C2F3C","3U2Q8YJAS937RA2S0F5IKAF3IRH5T9","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.10","Wed Nov 27 08:42:02 PST 2019","2","BatchId:3851020;OriginalHitTemplateId:926158632;","600","604800","Sun Dec 01 21:06:05 PST 2019","","","39K0FND3AJUJHDD0JOU8AB3XCC4MAM","A26OTS1YWDW1XR","Approved","Sun Dec 01 20:51:02 PST 2019","Sun Dec 01 20:52:54 PST 2019","Sun Dec 08 20:52:54 PST 2019","Sat Dec 07 22:43:35 PST 2019","","","112","100% (15/15)","100% (15/15)","100% (15/15)","https://scholar.google.com.sg/scholar?start=30&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017""
","3","A comparison of cultural ecosystem service survey methods within South England","Simon","Kelvin","University of Southampton","University of Southampton","Ecosystem Services","Willcock","Peh","{}"
"3UV0D2KX1NYWNU78YYB3EY1ZGCYF4X","3U2Q8YJAS937RA2S0F5IKAF3IRH5T9","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.10","Wed Nov 27 08:42:02 PST 2019","2","BatchId:3851020;OriginalHitTemplateId:926158632;","600","604800","Sun Dec 01 21:11:38 PST 2019","","","39OWYR0EPM6E7LJMD74BI71VHO5FYZ","AWJKSPG8RWZF4","Rejected","Wed Nov 27 09:49:35 PST 2019","Wed Nov 27 09:49:36 PST 2019","Wed Dec 04 09:49:36 PST 2019","","Sun Dec 01 20:11:39 PST 2019","did not meet requirements","1","0% (0/1228)","0% (0/970)","0% (0/34)","https://scholar.google.com.sg/scholar?start=30&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017""
","4","{}","{}","{}","{}","{}","{}","{}","{}","{}"
"39N6W9XWRE2IZ1HNYP5SC85ICSWYGZ","3U2Q8YJAS937RA2S0F5IKAF3IRH5T9","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.10","Wed Nov 27 08:41:33 PST 2019","1","BatchId:3851020;OriginalHitTemplateId:926158632;","600","604800","Thu Nov 28 08:41:33 PST 2019","","","3DZQRBDBSNUMVNRKU6BKZCOXXD23SY","AM478J9YCDX8","Approved","Wed Nov 27 09:36:57 PST 2019","Wed Nov 27 09:38:35 PST 2019","Wed Dec 04 09:38:35 PST 2019","Sun Dec 01 20:06:26 PST 2019","","","98","94% (29/31)","94% (29/31)","0% (0/0)","https://scholar.google.com.sg/scholar?start=230&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018""
","6","Delineation of gravel-bed clusters via factorial kriging","Fu-Chun","Guo-Hao","National Taiwan University","Feng Chia University","Geomorphology","Wu","Huang","{}"
"3MNJFORX8CJEJDB8C3UDJQ7DG8TF52","3U2Q8YJAS937RA2S0F5IKAF3IRH5T9","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.10","Wed Nov 27 08:42:02 PST 2019","2","BatchId:3851020;OriginalHitTemplateId:926158632;","600","604800","Sun Dec 01 21:07:15 PST 2019","","","32XVDSJFP1CUCAIW691T4TKZZAOM2Y","AWJKSPG8RWZF4","Rejected","Wed Nov 27 10:07:11 PST 2019","Wed Nov 27 10:07:13 PST 2019","Wed Dec 04 10:07:13 PST 2019","","Sun Dec 01 20:07:16 PST 2019","did not meet requirements","2","0% (0/1228)","0% (0/970)","0% (0/34)","https://scholar.google.com.sg/scholar?start=30&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017""
","5","{}","{}","{}","{}","{}","{}","{}","{}","{}"
"34ZTTGSNJY3NQVLCRL6GKMEHSJSQHN","3U2Q8YJAS937RA2S0F5IKAF3IRH5T9","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.10","Wed Nov 27 08:41:33 PST 2019","2","BatchId:3851020;OriginalHitTemplateId:926158632;","600","604800","Sun Dec 01 21:06:04 PST 2019","","","3OVR4I9USRYV03VB2GRYEH12U33Q40","A1T02KY1E9YI3I","Approved","Sun Dec 01 20:28:06 PST 2019","Sun Dec 01 20:29:46 PST 2019","Sun Dec 08 20:29:46 PST 2019","Sat Dec 07 22:43:34 PST 2019","","","100","75% (64/85)","88% (37/42)","88% (37/42)","https://scholar.google.com.sg/scholar?q=""""factorial+survey""""&hl=en&as_sdt=0%2C5&as_ylo=2016&as_yhi=2016""
","1","The Factorial Survey: Design Selection and its Impact on Reliability and Internal Validity","Hermann","Single","1Institute of Sociology and Social Psychology, University of Cologne","{}","Research Article","Dülmer","Author","{}"
