"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.website_url","Input.index","Answer.article_title","Answer.first_name1","Answer.first_name2","Answer.inst1","Answer.inst2","Answer.journal_name","Answer.last_name1","Answer.last_name2","Answer.reason_cannot_find","Approve","Reject"
"301KG0KX9D06YCJRPAGFO4GECDF2HM","3U2Q8YJAS937RA2S0F5IKAF3IRH5T9","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.10","Wed Nov 27 08:41:51 PST 2019","1","BatchId:3851020;OriginalHitTemplateId:926158632;","600","604800","Thu Nov 28 08:41:51 PST 2019","","","3SKEMFQBZ5KA81KI1EXEZ75YW5G8KD","AWJKSPG8RWZF4","Submitted","Wed Nov 27 09:30:10 PST 2019","Wed Nov 27 09:30:11 PST 2019","Wed Dec 04 09:30:11 PST 2019","","","","1","0% (0/258)","0% (0/0)","0% (0/0)","https://scholar.google.com.sg/scholar?start=350&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018""
","7","{}","{}","{}","{}","{}","{}","{}","{}","{}"
"301KG0KX9D06YCJRPAGFO4GECDFH21","3U2Q8YJAS937RA2S0F5IKAF3IRH5T9","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.10","Wed Nov 27 08:41:55 PST 2019","1","BatchId:3851020;OriginalHitTemplateId:926158632;","600","604800","Thu Nov 28 08:41:55 PST 2019","","","3W2LOLRXLDUGQ6ZE0N3EQO03MX4RK8","AWJKSPG8RWZF4","Submitted","Wed Nov 27 09:32:39 PST 2019","Wed Nov 27 09:32:41 PST 2019","Wed Dec 04 09:32:41 PST 2019","","","","2","0% (0/258)","0% (0/0)","0% (0/0)","https://scholar.google.com.sg/scholar?start=140&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2016""
","10","{}","{}","{}","{}","{}","{}","{}","{}","{}"
"302OLP89D0M4M73FGXVTJV2WB92ACS","3U2Q8YJAS937RA2S0F5IKAF3IRH5T9","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.10","Wed Nov 27 08:42:04 PST 2019","1","BatchId:3851020;OriginalHitTemplateId:926158632;","600","604800","Thu Nov 28 08:42:04 PST 2019","","","3L0KT67Y8GVNBQO8JR4AP6KA6E0SYW","AWJKSPG8RWZF4","Submitted","Wed Nov 27 10:03:30 PST 2019","Wed Nov 27 10:03:32 PST 2019","Wed Dec 04 10:03:32 PST 2019","","","","2","0% (0/258)","0% (0/0)","0% (0/0)","https://scholar.google.com.sg/scholar?start=20&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017""
","10","{}","{}","{}","{}","{}","{}","{}","{}","{}"
"302OLP89D0M4M73FGXVTJV2WB92CAU","3U2Q8YJAS937RA2S0F5IKAF3IRH5T9","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.10","Wed Nov 27 08:41:56 PST 2019","1","BatchId:3851020;OriginalHitTemplateId:926158632;","600","604800","Thu Nov 28 08:41:56 PST 2019","","","39ZSFO5CAABDVELDMWY7UKNAE78UJG","AWJKSPG8RWZF4","Submitted","Wed Nov 27 09:33:17 PST 2019","Wed Nov 27 09:33:18 PST 2019","Wed Dec 04 09:33:18 PST 2019","","","","1","0% (0/258)","0% (0/0)","0% (0/0)","https://scholar.google.com.sg/scholar?start=390&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018""
","10","{}","{}","{}","{}","{}","{}","{}","{}","{}"
"302U8RURJ0G75Z34GIV3VTALVNHNVO","3U2Q8YJAS937RA2S0F5IKAF3IRH5T9","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.10","Wed Nov 27 08:42:13 PST 2019","1","BatchId:3851020;OriginalHitTemplateId:926158632;","600","604800","Thu Nov 28 08:42:13 PST 2019","","","3VP0C6EFSIBIUB1XTBDWU61BFFPM6E","A3VDHARDXLA36Q","Submitted","Wed Nov 27 09:59:21 PST 2019","Wed Nov 27 10:00:41 PST 2019","Wed Dec 04 10:00:41 PST 2019","","","","80","71% (5/7)","0% (0/0)","0% (0/0)","https://scholar.google.com.sg/scholar?start=140&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017""
","10","What impact do questionnaire length and monetary incentives have on mailed health psychology survey response?","Kathryn","Jane","University of Glasgow","Health Behaviour Research Centre, Department of Epidemiology and Public Health","British Journal of Health Psychology","A. Robb","Wardle","{}"
"302U8RURJ0G75Z34GIV3VTALVNHVNW","3U2Q8YJAS937RA2S0F5IKAF3IRH5T9","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.10","Wed Nov 27 08:42:09 PST 2019","1","BatchId:3851020;OriginalHitTemplateId:926158632;","600","604800","Thu Nov 28 08:42:09 PST 2019","","","3Z7EFSHGNBTI4492H9S8RN9JI5LCXH","A3GSIZ2GX4L1Z3","Submitted","Wed Nov 27 10:02:28 PST 2019","Wed Nov 27 10:03:42 PST 2019","Wed Dec 04 10:03:42 PST 2019","","","","74","54% (7/13)","0% (0/0)","0% (0/0)","https://scholar.google.com.sg/scholar?start=100&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018""
","7","Holding children for procedures: An international survey of health professionals","Lucy","Lucy","Edge Hill University","Edge Hill University","Journal of Child Health Care","Bray","Blake","{}"
"304QEQWKZQZ9UJ20E07RPPK0R19O0C","3U2Q8YJAS937RA2S0F5IKAF3IRH5T9","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.10","Wed Nov 27 08:42:15 PST 2019","1","BatchId:3851020;OriginalHitTemplateId:926158632;","600","604800","Thu Nov 28 08:42:15 PST 2019","","","3OSWBBLG1GCS9WFGH5NJBTR135XDXI","AWJKSPG8RWZF4","Submitted","Wed Nov 27 10:04:00 PST 2019","Wed Nov 27 10:04:02 PST 2019","Wed Dec 04 10:04:02 PST 2019","","","","2","0% (0/258)","0% (0/0)","0% (0/0)","https://scholar.google.com.sg/scholar?start=170&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018""
","5","{}","{}","{}","{}","{}","{}","{}","{}","{}"
"306996CF6XZPIEY96E65XA3BPUW1BO","3U2Q8YJAS937RA2S0F5IKAF3IRH5T9","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.10","Wed Nov 27 08:41:34 PST 2019","1","BatchId:3851020;OriginalHitTemplateId:926158632;","600","604800","Thu Nov 28 08:41:34 PST 2019","","","3QBD8R3Z23YSFRIVN3ZUPC62EOX4OP","AWJKSPG8RWZF4","Submitted","Wed Nov 27 09:47:00 PST 2019","Wed Nov 27 09:47:02 PST 2019","Wed Dec 04 09:47:02 PST 2019","","","","2","0% (0/258)","0% (0/0)","0% (0/0)","https://scholar.google.com.sg/scholar?start=240&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017""
","4","{}","{}","{}","{}","{}","{}","{}","{}","{}"
"306996CF6XZPIEY96E65XA3BPUWB1Y","3U2Q8YJAS937RA2S0F5IKAF3IRH5T9","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.10","Wed Nov 27 08:42:13 PST 2019","1","BatchId:3851020;OriginalHitTemplateId:926158632;","600","604800","Thu Nov 28 08:42:13 PST 2019","","","3PJ71Z61R6H8G5H6YWXAUO4A753915","AWJKSPG8RWZF4","Submitted","Wed Nov 27 10:05:19 PST 2019","Wed Nov 27 10:05:22 PST 2019","Wed Dec 04 10:05:22 PST 2019","","","","3","0% (0/258)","0% (0/0)","0% (0/0)","https://scholar.google.com.sg/scholar?start=140&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017""
","1","{}","{}","{}","{}","{}","{}","{}","{}","{}"
"306W7JMRYZD7TEIU5ZFKCKQJ3028BF","3U2Q8YJAS937RA2S0F5IKAF3IRH5T9","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.10","Wed Nov 27 08:41:58 PST 2019","1","BatchId:3851020;OriginalHitTemplateId:926158632;","600","604800","Thu Nov 28 08:41:58 PST 2019","","","39ZSFO5CAABDVELDMWY7UKNAE78JU5","AWJKSPG8RWZF4","Submitted","Wed Nov 27 09:31:32 PST 2019","Wed Nov 27 09:31:33 PST 2019","Wed Dec 04 09:31:33 PST 2019","","","","1","0% (0/258)","0% (0/0)","0% (0/0)","https://scholar.google.com.sg/scholar?start=170&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2016""
","4","{}","{}","{}","{}","{}","{}","{}","{}","{}"
